Provider Name,City,State,ZIP,Payment,Rural Location
UPSTATE GASTROENTEROLOGY LLC,SYRACUSE,NY,132124516,"$   2,096.35",NO
"UPSTATE ORTHOPEDICS, LLP",EAST SYRACUSE,NY,130574282,"$   133,192.31",YES
"UPSTATE UROLOGY, INC.",SYRACUSE,NY,132102342,"$   34,930.63",YES
UPWARD MOBILITY,ASTORIA,NY,111051108,$   500.00,NO
"UR MEDICINE HOME CARE, CERTIFIED SERVICES, INC.",WEBSTER,NY,145802098,"$   385,289.98",NO
URBAN RECOVERY HOUSE LLC,BROOKLYN,NY,112311008,$   519.03,NO
URNC OPERATING LLC,UTICA,NY,135016251,"$   49,289.23",NO
UTICA CROSSINGS LLC,UTICA,NY,135015610,"$   35,081.88",NO
UTICA OPERATIONS ASSOC LLC,BRONX,NY,104701104,"$   63,981.03",NO
UTOPIA HOME CARE INC,KINGS PARK,NY,11754,"$   4,976.62",NO
"V COVINGTON, LLC",NEW YORK,NY,100228564,"$   25,795.96",NO
VADIM NAKHAMIYAYEV MD P.C.,BROOKLYN,NY,112291405,$   500.00,NO
VAHID RAHIMIAN,NY,NY,11362,$   500.00,NO
VALLEY HEALTH SERVICES INC,HERKIMER,NY,133502135,"$   341,248.71",YES
VALLEY MANOR OPERATIONS LLC,LAWRENCE,NY,115591324,"$   12,453.28",NO
VALLEY RESIDENTIAL SERVICES INC.,HERKIMER,NY,133502135,"$   5,370.90",YES
VALLEY URGENT CARE,PLEASANT VALLEY,NY,125697923,$   500.00,NO
VALLEY VIEW MANOR LLC,NORWICH,NY,138151556,"$   246,546.52",YES
VDRNC LLC,SPRING VALLEY,NY,109773744,"$   181,814.99",NO
"VELOCITY TRANSIT, LLC",ROCHESTER,NY,146201015,$   500.00,NO
VENICE GARDENS LLC,BROOKLYN,NY,112105110,$   500.00,NO
"VENTURE FORTHE, INC",NIAGARA FALLS,NY,143032236,"$   217,606.74",YES
"VERRAZANO NURSING HOME, INC.",STATEN ISLAND,NY,103013004,"$   1,492.40",NO
"VEST MONROE, LLC",NEW YORK,NY,100228564,"$   194,861.36",YES
VEST SEATTLE LLC,NEW YORK,NY,100228564,"$   164,323.04",NO
VEST THURSTON LLC,NEW YORK,NY,100228564,"$   48,088.86",NO
VESTAL VOLUNTEER EMERGENCY SQUAD INC,VESTAL,NY,138501916,"$   5,891.39",YES
VICTOR LAGMAY,BROOKLYN,NY,112192923,$   500.00,NO
VICTORY MEDICAL ASSOCIATES PC,NEW YORK,NY,100264201,$   500.00,NO
VILLA FRANCES AT THE KNOLLS,WARWICK,NY,109901014,"$   26,113.08",NO
VINDOBONA OPERATING GROUP LLC,BROOKLYN,NY,112051670,$   863.56,NO
VINODHINI SUBRAMANIAN,MIDDLETOWN,NY,109414028,$   500.00,YES
"VISION HOMECARE SERVICES, INC.",NEW ROCHELLE,NY,108015109,$   711.17,NO
VISIONCARE OPTOMETRY PC,BROOKLYN,NY,112294929,$   500.00,NO
VISITING NURSE ASSOCIATION OF ALBANY HOME CARE CORPORATION,ALBANY,NY,122061506,"$   84,334.55",NO
"VISITING NURSE ASSOCIATION OF ALBANY, INC.",ALBANY,NY,122061103,"$   119,476.77",NO
"VISITING NURSE ASSOCIATION OF CENTRAL NEW YORK, INC.",SYRACUSE,NY,132042215,"$   176,309.03",NO
VISITING NURSE ASSOCIATION OF UTICA AND ONEIDA COUNTY INC,UTICA,NY,135024830,"$   52,722.88",NO
VISITING NURSE SERVICE ASSOCIATION OF SCHENECTADY COUNTY,SCHENECTADY,NY,123052223,"$   5,265.47",NO
"VISITING NURSING ASSOCIATION OF WESTERN NEW YORK, INC.",CHEEKTOWAGA,NY,142251434,"$   1,414,920.96",YES
VJJ HOLDING COMPANY LLC,PORT JEFFERSON STATION,NY,117763078,"$   1,707.54",NO
VMLP CHEST LLC,SYRACUSE,NY,132203189,$   500.00,NO
VNA HOME CARE SERVICES,CHEEKTOWAGA,NY,142251434,"$   49,975.76",NO
VOLFI INC,BROOKLYN,NY,11235,$   500.00,NO
"VOLUNTEER TRANSPORTATION CENTER, INC.",WATERTOWN,NY,136015191,"$   98,626.75",NO
VRNC LLC,SPRING VALLEY,NY,109773740,"$   33,809.64",NO
WA3 OP RENTON LLC,CEDARHURST,NY,115162223,"$   2,947.62",NO
WA3 OP TALBOT LLC,CEDARHURST,NY,115162223,"$   3,036.58",NO
WA3 OP UNIV LLC,CEDARHURST,NY,115162223,"$   12,421.30",NO
WAGDY F GIRGIS MD PC,BROOKLYN,NY,112283550,$   500.00,NO
WAKE MED CHILDREN'S PM PEDIATRIC URGENT CARE,NEW HYDE PARK,NY,110421215,$   764.94,NO
WALLSTREET DENTAL P.C.,SCHENECTADY,NY,123034550,$   500.00,NO
WANG'S MEDICAL PC,NEW YORK,NY,100210245,$   500.00,NO
WARREN OPERATIONS ASSOCIATES LLC,BRONX,NY,104701104,"$   28,595.00",NO
WARREN WASHINGTON COUNTIES CHAPTER NYSARC INC.,QUEENSBURY,NY,12804,"$   22,382.84",YES
WARRENSBURG EMERGENCY MEDICAL SERVICES INC,WARRENSBURG,NY,128851401,"$   4,488.19",YES
WARSAW SNF OPERATIONS LLC,HEWLETT,NY,115572316,"$   193,265.79",YES
WARTBURG RECEIVER LLC,BRONX,NY,104701104,"$   2,947.62",NO
WASHINGTON AH OPERATIONS ASSOCIATES LLC,BRONX,NY,104701104,$   500.00,NO
WASHINGTON OPERATIONS ASSOCIATES LLC,BRONX,NY,104701104,"$   49,641.66",NO
WASHINGTONVILLE OPTOMETRY PC,BLOOMING GROVE,NY,109140418,$   500.00,NO
WATERFRONT OPERATIONS ASSOCIATES LLC,BRONX,NY,104701104,"$   15,297.56",NO
WATERTOWN AUDIOLOGY PC,WATERTOWN,NY,136012674,"$   11,519.03",NO
WATERTOWN DIALYSIS CENTER LLC,WATERTOWN,NY,136017233,"$   54,525.40",NO
WATERVIEW ACQUISITION I LLC,PURDYS,NY,105782900,"$   6,407.20",NO
"WATERVIEW NURSING CARE CENTER, INC.",FLUSHING,NY,113541011,"$   1,506.04",NO
"WAYNE COUNTY ACTION PROGRAM, INC.",LYONS,NY,144891228,"$   1,043.61",YES
"WAYNE S CHANLER, DMD, PC",NAPLES,NY,145120308,"$   18,143.00",NO
WB HOMECARE ADULLT& FAMILY HEALTH NP PLLC,UNIONDALE,NY,115531621,$   500.00,NO
WCA SERVICES CORPORATION,FLUVANNA,NY,147017034,"$   227,679.49",YES
WE CARE HOME CARE GROUP LLC,BROOKLYN,NY,112042039,"$   1,689.27",NO
WE DENTAL LLC,SYRACUSE,NY,132203189,$   500.00,YES
WEIHONG YAN OBGYN P.C.,GREAT NECK,NY,110214047,$   500.00,NO
WEIMIN MEDICAL PC,FLUSHING,NY,113553671,$   500.00,NO
"WELLCARE HEALTH MANAGEMENT, INC.",MELVILLE,NY,117473669,$   500.00,NO
"WELLNESS HOME CARE, LTD.",GOSHEN,NY,109242178,"$   5,570.07",NO
WELLNESS IN MOTION PHYSICAL THERAPY PLLC,NORTHVILLE,NY,121343749,"$   4,755.24",YES
WELLNESS RX LLC,TANNERSVILLE,NY,124857719,$   500.00,YES
WELLS NURSING HOME INC,JOHNSTOWN,NY,120952806,"$   218,472.14",YES
WELLSURE MEDICAL PRACTICE P.C.,REGO PARK,NY,113745323,$   500.00,NO
WELLSVILLE MANOR LLC,WELLSVILLE,NY,148959325,"$   382,936.23",YES
"WENDY BRESETT PHYSICAL THERAPY, P.L.L.C.",TICONDEROGA,NY,128831361,"$   1,431.97",YES
WESLEY GARDENS CORPORATION,ROCHESTER,NY,146071500,"$   17,773.79",NO
WEST HUDSON SUB ACUTE CARE CENTER LLC,BROOKLYN,NY,112322644,$   500.00,NO
"WEST JACKSONVILLE CARE ACQUISITION, LLC",BROOKLYN,NY,112216295,"$   26,905.07",NO
WEST POINT SNF OPERATIONS LLC,HEWLETT,NY,115572316,"$   97,682.84",YES
"WEST RIDGE OBSTETRICS AND GYNECOLOGY, LLP",ROCHESTER,NY,146263249,"$   5,688.90",NO
"WESTCHESTER ALP MANAGEMENT, LLC",YONKERS,NY,107015942,$   500.00,NO
WESTCHESTER COUNTY HEALTH CARE CORPORATION,VALHALLA,NY,105951530,"$   1,099,914.08",YES
WESTCHESTER JEWISH COMMUNITY SERVICES INC.,WHITE PLAINS,NY,106032403,"$   2,456.04",NO
WESTCHESTER MEDICAL CENTER ADVANCED PHYSICIAN SERVICES PC,HAWTHORNE,NY,105322140,"$   154,405.44",YES
WESTCHESTER MEDICAL GROUP PC,PURCHASE,NY,105772547,"$   27,521.00",YES
WESTCHESTER-ELLENVILLE HOSPITAL INC,ELLENVILLE,NY,124285612,"$   455,134.34",YES
"WESTERN NEW YORK DENTAL GROUP, PC",WILLIAMSVILLE,NY,142217817,$   500.00,NO
WESTERN NEW YORK MEDICAL PRACTICE PC,ROCHESTER,NY,146175504,"$   758,179.32",YES
WESTERN NEW YORK PHYSICIANS PLLC,WARSAW,NY,145699334,"$   43,627.11",YES
WESTFALL CARDIOLOGY PLLC,ROCHESTER,NY,146183960,"$   99,136.58",YES
WESTFIELD FAMILY PHYSICIANS PC,WESTFIELD,NY,147870010,"$   114,159.82",YES
"WESTFIELD MEMORIAL HOSPITAL, INC.",WESTFIELD,NY,14787,"$   373,717.68",YES
WESTGATE NURSING HOME INC,ROCHESTER,NY,146243403,"$   31,760.79",NO
WHEATFIELD PEDIATRICS LLP,NORTH TONAWANDA,NY,141201114,"$   2,469.05",NO
WHISPERING OAKS SNF LLC,BROOKLYN,NY,11234,"$   120,083.28",YES
WHITE AID MEDICAL SUPPLY INC,BROOKLYN,NY,112053950,"$   2,052.99",NO
WHITE OAKS REHABILITATION AND NURSING CENTER,WOODBURY,NY,117971804,"$   3,469.88",NO
WHITE PLAINS HOSPITAL MEDICAL CENTER,WHITE PLAINS,NY,106014628,"$   103,821.73",YES
"WHITE PLAINS MEDICAL DIAGNOSTIC SERVICES, PC",WHITE PLAINS,NY,106014607,$   500.00,NO
WHITE PLAINS MEDICAL SERVICES PC,HARRISON,NY,105281634,"$   4,294.53",NO
WHITE PLAINS PHYSICIAN SERVICES PC,WHITE PLAINS,NY,10601,"$   1,650.27",NO
WHITES CREEK OPERATING GROUP LLC,BROOKLYN,NY,112051670,"$   16,190.06",YES
WICHITA OPERATIONS ASSOC LLC,BRONX,NY,104701104,"$   44,579.26",NO
WIHD INC,VALHALLA,NY,105951571,"$   4,651.38",NO
WILLIAM A GRABER MD PC,UTICA,NY,135026304,"$   9,309.94",NO
WILLIAM BUTLER CORP,STONY POINT,NY,109802700,$   500.00,NO
WILLIAM TOMBACK DPM,SOMERS,NY,105890390,$   500.00,NO
"WILLIAMSBRIDGE MANOR NURSING HOME, LLC",BRONX,NY,104701104,"$   3,469.88",NO
"WILLIAMSBURG MEDICAL IMAGING, PC",BROOKLYN,NY,11205,$   500.00,NO
WILLIAMSBURG PEDIATRICS,BROOKLYN,NY,112065561,$   500.00,NO
WILLIAMSBURG SERVICES LLC,BROOKLYN,NY,112497823,$   970.14,NO
"WILLIAMSVILLE SUBURBAN, LLC",WILLIAMSVILLE,NY,142216531,"$   10,605.20",NO
WILLOUGHBY REHABILITATION AND HEALTH CARE CENTER LLC,BROOKLYN,NY,112391526,"$   1,977.48",NO
WILLOW SNF LLC,BROOKLYN,NY,11234,"$   219,179.89",YES
"WILSON DENTAL, PC",SYRACUSE,NY,132023524,"$   64,047.72",YES
WINDSOR EMERGENCY SERVICES INC,WINDSOR,NY,138654036,"$   3,978.78",YES
"WINDSOR PHYSICAL THERAPY, PC",WINDSOR,NY,138654342,"$   1,154.57",NO
WING TSANG,NEW YORK,NY,100134157,$   500.00,NO
"WINGATE OF DUTCHESS, INC.",FISHKILL,NY,125241334,"$   13,067.75",NO
WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL,WHITE PLAINS,NY,106052523,"$   34,263.58",NO
WINNING SMILES PEDIATRIC DENTISTRY,AMHERST,NY,142261545,"$   1,103.00",NO
WISHHEALTH INC,SCHUYLER FALLS,NY,129850148,"$   11,818.50",YES
WMOP LLC,LIBERTY,NY,127541966,"$   465,774.49",YES
"WNY CATHOLIC LONG TERM CARE, INC.",BUFFALO,NY,142031560,"$   26,399.35",NO
WOMEN'S HEALTH MIDWIFERY CARE PLLC,HAVERSTRAW,NY,109271548,$   500.00,NO
WOMEN'S HEALTH PROFESSIONALS LLC,ALBANY,NY,317011918,"$   11,308.24",NO
"WOODHAVEN DENTAL GROUP, PLLC",WOODHAVEN,NY,114212284,$   500.00,NO
WOODSIDE MANOR NURSING HOME INC,ROCHESTER,NY,146182646,"$   5,536.33",NO
WOODSTOCK GENERAL & IMPLANT DENTISTRY,WOODSTOCK,NY,124981815,$   500.00,NO
WORKMEN'S CIRCLE DIALYSIS MANAGEMENT LLC,WOODBURY,NY,117972083,$   940.09,NO
WYCKOFF HEIGHTS MEDICAL CENTER,BROOKLYN,NY,112374006,"$   17,571.79",NO
WYNDMOOR SNF OPERATING COMPANY LLC,NEW YORK,NY,100160601,"$   1,977.48",NO
WYOMING COUNTY,WARSAW,NY,145691025,"$   1,836,381.04",YES
"XINCON HOME HEALTH CARE SERVICES, INC.",NEW YORK,NY,100012507,$   500.00,NO
"X-TREME CARE, LLC",BAY SIDE,NY,11361,$   500.00,NO
"X-TREME HOME CARE, INC.",BAYSIDE,NY,11361,$   500.00,NO
YAN MEDICAL PC,BROOKLYN,NY,112192916,$   500.00,NO
YASHAR HIRSHAUT MD PC,BROOKLYN,NY,112203120,$   500.00,NO
YATES COUNTY CHAPTER NYSARC INC,PENN YAN,NY,145271051,"$   72,616.32",YES
YBOR CITY SNF OPERATIONS LLC,BROOKLYN,NY,112116216,"$   1,492.40",NO
YERTLE OPERATIONS LLC,BEACON,NY,125081559,"$   27,342.38",NO
YEVGENIYA KARMAZIN MEDICAL PC,NEW YORK,NY,100223455,$   500.00,NO
YGC AT WOODYCREST LLC,BRONX,NY,104525503,"$   1,366.24",NO
YING EYE CARE PC,VESTAL,NY,138501511,$   967.06,NO
YOUNG ADULT INSTITUTE INC,NEW YORK,NY,100012320,"$   1,231.80",NO
YOUNG H. NO DDS PC,NEW YORK,NY,100026804,$   500.00,NO
YOUNG TRANSPORTATION,ROCHESTER,NY,146204832,"$   6,650.67",NO
YRNC OPERATING LLC,TARRYTOWN,NY,105913108,"$   2,425.35",NO
YURY KOTLYAR DDS PC,BROOKLYN,NY,112307328,$   500.00,NO
YVONNE FULLER,LAKE GEORGE,NY,128454515,$   500.00,YES
ZEESHAN SALAM DDS PLLC,CARTHAGE,NY,136191377,"$   2,206.00",NO
"ZEMM MEDICAL, LLC",SPRING VALLEY,NY,109773740,"$   6,099.46",NO
022808 KENWOOD LLC,CINCINNATI,OH,452362193,"$   8,460.83",NO
022808 LLC,NORWOOD,OH,452122633,"$   9,400.93",NO
17TH ST LEASING CO LLC,CANTON,OH,447086004,"$   3,685.02",NO
"1ST CHOICE HOME HEALTH CARE, LLC",LITTLE HOCKING,OH,457420373,"$   1,654.58",YES
"308 WEST WARREN OPERATING COMPANY, INC",DUBLIN,OH,430172378,"$   120,889.31",YES
"3102 SAINT CHARLES DRIVE OPERATING COMPANY, INC.",DUBLIN,OH,430172378,"$   14,341.98",NO
350 LAHM DRIVE OPERATING COMPANY INC,DUBLIN,OH,430172378,"$   102,302.52",YES
3G OPERATING COMPANY LLC,WICKLIFFE,OH,440922518,"$   6,254.14",NO
3R OPERATING CO LLC,BLUE ASH,OH,452412424,"$   5,806.27",NO
4EVERREADY HOME CARE,DAYTON,OH,454065818,"$   3,015.40",NO
5040 PHILADELPHIA DRIVE OPERATING COMPANY INC,DUBLIN,OH,430172378,"$   3,828.79",NO
"51 THE PLAINS, INC.",THE PLAINS,OH,457801346,"$   280,216.07",YES
A AND K ENTERPRISES INC.,SALEM,OH,444609531,"$   5,173.88",YES
"A BEST HOME CARE,INC.",MASON,OH,450408319,$   844.64,NO
"A BETTER ALTERNATIVE TO SENIOR CARE, INC.",MAPLE HEIGHTS,OH,441372911,$   500.00,NO
A PLUS FAMILY FOOT AND ANKLE CENTER,KENT,OH,442403843,"$   1,290.33",NO
A RENEWED MIND,PERRYSBURG,OH,435515267,"$   362,090.47",YES
"A1 ASSOCIATED NURSES, INC.",MANSFIELD,OH,449052253,"$   2,234.93",NO
AARX LLC,WEST UNITY,OH,43570,$   500.00,YES
"ABBOTT HOME CARE, INC.",COAL GROVE,OH,456383165,"$   17,654.33",YES
ABC HEALTH CARE INC,MAUMEE,OH,43537,"$   2,878.65",NO
"ABSOLUTE BILLING SERVICES, INC.",GREEN,OH,442320519,"$   11,020.85",YES
ABSOLUTE HEALTH SERVICES INC,NORTH CANTON,OH,447202593,"$   5,300.02",YES
"ABSOLUTE HOSPICE, INC.",NORTH CANTON,OH,44720,"$   43,134.26",YES
ABSOLUTE PHARMACY INC,GREEN,OH,442320519,$   500.00,YES
ABSOLUTE REHABILITATION & CONSULTING SERVICES INC,GREEN,OH,442320519,$   500.00,NO
ABSOLUTE SKILLED HOME HEALTH INC,GREEN,OH,442320519,"$   9,417.46",NO
"ACADEMY HEALTH SERVICES, INC.",DAYTON,OH,454392212,"$   3,570.02",NO
ACCESS TO INDEPENDENCE,RAVENNA,OH,442669016,"$   27,238.34",NO
ACCORD CARE COMMUNITY ORRVILLE LLC,ORRVILLE,OH,446672337,"$   128,434.57",YES
ACUSIGHT LLC,COLUMBUS,OH,432151215,$   500.00,NO
ACUTE NURSING CARE LLC,CAMBRIDGE,OH,437259619,"$   16,458.87",YES
ADA-LIBERTY JT AMBULANCE DIS,ADA,OH,458101012,"$   9,981.97",YES
ADAM CRAMER,MIDDLEFIELD,OH,440620987,$   576.39,NO
ADAMS COUNTY REGIONAL MEDICAL CENTER,SEAMAN,OH,456798002,"$   1,555,540.46",YES
ADDISON HEIGHTS HEALTH AND REHABILITATION CENTER LLC,MAUMEE,OH,435379691,"$   14,131.88",NO
ADDISON LEASING CO LLC,BLUE ASH,OH,452412424,"$   12,456.52",NO
ADENA FAYETTE MEDICAL CENTER,WASHINGTON COURT HOU,OH,431601703,"$   1,717,353.60",YES
ADENA HEALTH SYSTEM,CHILLICOTHE,OH,456019031,"$   12,487,471.94",YES
"ADENA HOME HEALTH, LLC",CHILLICOTHE,OH,459017506,"$   206,228.32",YES
ADENA HOME INFUSION DME AND RESPIRATORY LLC,CHILLICOTHE,OH,456017506,"$   72,717.96",YES
"ADENA HOSPICE, LLC",CHILLICOTHE,OH,456017506,"$   166,672.12",YES
ADENA MEDICAL GROUP LLC,CHILLICOTHE,OH,456019031,"$   2,131,294.59",YES
ADENA PHARMACY LLC,CHILLICOTHE,OH,456018620,$   500.00,YES
"ADRIEL SCHOOL, INC.",WEST LIBERTY,OH,433570188,"$   12,529.89",YES
ADULT HYPERTENSION AND KIDNEY SPECIALISTS LLC,SPRINGFIELD,OH,455032692,"$   8,364.32",YES
"ADVANCED CARDIOVASCULAR CENTER, INC",CANTON,OH,447182978,"$   24,761.60",YES
ADVANCED CHIROPRACTIC OF COSHOCTON COUNTY,COSHOCTON,OH,438125057,"$   18,536.70",YES
"ADVANCED FOOT & ANKLE CARE CENTERS OF OHIO, INC.",SIDNEY,OH,453652404,"$   53,724.79",YES
ADVANCED HEALTH AND WELLNESS CENTER OF OHIO LLC,BRECKSVILLE,OH,441412318,$   500.00,NO
ADVANCED PODIATRY ANKLE & FOOTCARE CENTERS INC,WARREN,OH,444842379,"$   13,592.16",YES
"ADVANCED SPINE & PAIN MANAGEMENT, INC",CINCINNATI,OH,452637702,"$   15,013.64",NO
ADVANCED VEIN & LASER CENTER LLC,SPRINGBORO,OH,450669552,"$   5,556.77",NO
"ADVANCING ABILITIES, INC.",CHILLICOTHE,OH,45601,"$   340,606.03",YES
"ADVANTAGE SKILLED CARE, LLC",PORTSMOUTH,OH,456626641,"$   33,636.68",YES
AGAPE PODIATRY INC,MEDINA,OH,442562637,"$   2,276.53",YES
"AHH CLEVELAND, INC.",GREEN,OH,442320519,"$   10,098.63",NO
AHN EMERGENCY GROUP OF ALLE-KISKI LTD,CANTON,OH,447182545,$   500.00,YES
AHN EMERGENCY GROUP OF ARMSTRONG COUNTY LTD,CANTON,OH,447182545,"$   77,490.58",YES
AHN EMERGENCY GROUP OF CANONSBURG LTD,CANTON,OH,447182545,$   939.73,YES
AHN EMERGENCY GROUP OF CLARION COUNTY LTD,CANTON,OH,447182545,"$   41,690.80",YES
AHN EMERGENCY GROUP OF ERIE COUNTY LTD,CANTON,OH,447182545,"$   87,028.28",YES
AHN EMERGENCY GROUP OF FORBES LTD,CANTON,OH,447182545,"$   6,293.29",YES
AHN EMERGENCY GROUP OF JEFFERSON LTD,CANTON,OH,447182545,"$   1,790.72",YES
AHN EMERGENCY GROUP OF PITTSBURGH LTD,CANTON,OH,447182545,"$   15,227.51",YES
AHN EMERGENCY GROUP OF WEST PENN LTD,CANTON,OH,447182545,"$   1,598.94",YES
AHN HOSPITALIST GROUP LTD,CANTON,OH,447182545,"$   82,536.42",YES
AJ CANDLEWOOD PARK OPCO LLC,EAST CLEVELAND,OH,441124301,"$   5,591.14",NO
AJ CITYVIEW NURSING & REHAB OPCO LLC,CLEVELAND,OH,441034622,"$   5,464.98",NO
AJ KENT CARE CENTER OPCO LLC,KENT,OH,442401814,$   611.24,NO
AJ SUBURBAN PAVILION OPCO LLC,NORTH RANDALL,OH,441284122,"$   5,321.20",NO
AKRON GENERAL MEDICAL CENTER,AKRON,OH,443072432,"$   1,481,800.36",YES
AKRON HEALTHCARE LLC,AKRON,OH,443137107,"$   6,039.01",NO
"AKRON SURGICAL ASSOCIATES, LLC",AKRON,OH,443072483,"$   6,625.21",NO
ALCOHOL AND DRUG FREEDOM CENTER OF KNOX COUNTY,MOUNT VERNON,OH,430503510,"$   79,405.92",YES
ALEX J VRABLE DO,YOUNGSTOWN,OH,44514,$   500.00,NO
ALI RESIDENTIAL SERVICES,CANTON,OH,447041677,"$   3,645.48",NO
ALL ABOUT KIDS PEDIATRICS LLC,MOUNT ORAB,OH,451549580,"$   37,528.05",YES
"ALLEGHENY HHC, INC.",LIMA,OH,458053529,"$   4,168.94",YES
ALLERGY & ASTHMA ASSOCIATES INC,CINCINNATI,OH,452424472,$   500.00,NO
ALLIANCE COMMUNITY HOSPITAL,ALLIANCE,OH,44601,"$   3,415,876.29",YES
ALLIANCE COMMUNITY MEDICAL FOUNDATION LLC,ALLIANCE,OH,446014936,"$   301,175.39",YES
ALLIANCE FAMILY HEALTH CENTER INC,ALLIANCE,OH,446014288,"$   105,276.79",YES
ALLIANCE PHYSICIANS INC,MIAMISBURG,OH,453423794,"$   482,642.25",YES
ALLIANCE RETINA,MAUMEE,OH,435371863,"$   27,138.38",YES
ALLIED COMMUNITY CARE LLC,NORTH CANTON,OH,447209834,$   500.00,NO
ALLIED WEST VIRGINIA EMERGENCY PHYSICIANS PLLC,CANTON,OH,447182545,"$   37,343.08",NO
ALPHA DENTAL,LOGAN,OH,431389262,"$   34,481.02",YES
ALPHA DENTAL AKRON - MING YU DDS LLC,AKRON,OH,443191457,"$   2,533.30",NO
ALPHA DENTAL MARION - MING YU DDS LLC,MARION,OH,433025892,"$   29,874.41",YES
ALPHA DENTAL SPRINGFIELD- MING YU DDS LLC,SPRINGFIELD,OH,455034915,"$   1,392.23",NO
"ALPHA DENTAL WHITEHALL-MING YU DDS, LLC",WHITEHALL,OH,43213,"$   1,714.85",NO
ALPHA DENTAL ZANESVILLE - MING YU DDS LLC,ZANESVILLE,OH,437011876,"$   36,245.28",YES
"ALPHA DENTAL-BROAD-MING YU D.D.S.,LLC",COLUMBUS,OH,432281613,"$   3,321.45",NO
ALPHA HOME HEALTH AGENCY LLC,CLEVELAND,OH,441352820,$   500.00,NO
ALS AUGLAIZE ACRES OPERATING INC,COOLVILLE,OH,45723,"$   97,464.04",YES
ALS MOUNT VERNON INC,MOUNT VERNON,OH,430503839,"$   64,434.41",YES
ALS WOODSTOCK INC,COOLVILLE,OH,457239722,"$   55,301.09",YES
ALTENS WOMENS HEALTH LLC,CAMBRIDGE,OH,437254979,$   982.67,YES
ALTERCARE CAMBRIDGE INC,NORTH CANTON,OH,447200279,"$   142,594.41",YES
ALTERCARE COSHOCTON INC,NORTH CANTON,OH,447200279,"$   201,842.67",YES
ALTERCARE NEWARK NORTH INC,NORTH CANTON,OH,447200279,"$   15,064.82",NO
ALTERCARE NEWARK SOUTH INC,NORTH CANTON,OH,447200279,"$   12,691.24",NO
"ALTERCARE OF ALLIANCE CENTER FOR REHABILITATION AND NURSING CARE, INC.",NORTH CANTON,OH,447200279,"$   184,013.01",YES
ALTERCARE OF BUCYRUS CENTER FOR REHABILITATION & NURSING CARE INC,NORTH CANTON,OH,447200279,"$   178,420.60",YES
"ALTERCARE OF CANAL WINCHESTER POST-ACUTE REHABILITATION CENTER, INC.",NORTH CANTON,OH,447200279,"$   52,511.24",NO
ALTERCARE OF CUYAHOGA FALLS CENTER FOR REHABILITATION & NURSING CARE I,NORTH CANTON,OH,447200279,"$   6,202.38",YES
"ALTERCARE OF HARTVILLE CENTER FOR REHABILITATION & NURSING CARE, INC.",NORTH CANTON,OH,447200880,"$   6,118.70",NO
ALTERCARE OF LOUISVILLE CENTER FOR REHABILITATION & NURSING CARE INC,NORTH CANTON,OH,447200279,"$   29,770.51",YES
"ALTERCARE OF MAYFIELD VILLAGE, INC.",NORTH CANTON,OH,447200279,"$   3,521.66",NO
"ALTERCARE OF MENTOR CENTER FOR REHABILITATION & NURSING CARE, INC.",NORTH CANTON,OH,447200880,"$   9,792.66",YES
"ALTERCARE OF NAVARRE CENTER FOR REHABILITATION AND NURSING CARE, INC.",NORTH CANTON,OH,447200880,"$   36,303.84",YES
"ALTERCARE OF NOBLES POND, INC.",NORTH CANTON,OH,447200880,"$   18,096.37",YES
"ALTERCARE OF WADSWORTH CENTER FOR REHABILITATION & NURSING CARE, INC",NORTH CANTON,OH,447200880,"$   46,736.42",YES
"ALTERCARE POST-ACUTE REHABILITATION CENTER, INC.",NORTH CANTON,OH,447200880,"$   11,542.94",NO
ALTERCARE SOMERSET INC,NORTH CANTON,OH,447200279,"$   192,624.31",YES
ALTERCARE THORNVILLE INC,NORTH CANTON,OH,447200279,"$   81,469.68",YES
ALTERCARE TRANSITIONAL CARE OF THE WESTERN RESERVE INC,NORTH CANTON,OH,447200880,"$   7,387.65",NO
ALTERCARE ZANESVILLE INC,NORTH CANTON,OH,447200279,"$   292,074.64",YES
"ALTERCARE, INC.",NORTH RIDGEVILLE,OH,440391373,"$   7,568.62",NO
"ALTERNATE SOLUTIONS HOMECARE 12, LLC",TOLEDO,OH,436051544,"$   11,187.85",NO
ALTERNATIVE NURSING CARE INC,WHEELERSBURG,OH,456940338,"$   17,152.95",YES
ALTIMATE CARE LLC,SHAKER HEIGHTS,OH,441222664,"$   44,438.28",YES
ALVIS INC,COLUMBUS,OH,432151011,"$   26,293.73",NO
ALWAYS BEST CARE OF COLUMBIANA AND MAHONING COUNTIES,EAST LIVERPOOL,OH,439203049,"$   85,817.59",YES
"AMADOR EMERGENCY PHYSICIANS MEDICAL GROUP, INC.",CANTON,OH,447182545,"$   686,912.23",YES
AMADYSS HEALTHCARE AND TRAINING SERVICES,FAIRFIELD,OH,450142237,$   500.00,NO
AMBROSE S PERDUK JR DC INC,DOVER,OH,446222931,"$   7,105.59",YES
AMERICAN MERCY HOME CARE LLC,MILFORD,OH,451502729,"$   105,884.94",NO
"AMERICAN NURSING CARE, INC.",MILFORD,OH,451502729,"$   222,793.60",YES
"AMERIMED, INC.",MILFORD,OH,451502729,"$   51,408.98",NO
AMERISTAR HOME HEALTHCARE LLC,COLUMBUS,OH,43231,$   500.00,NO
